Gene	sgRNA	OMM25|beta	OMM25|z	OMM25|p-value	OMM25|fdr	OMM25|wald-p-value	OMM25|wald-fdr
SNX15	5	-0.11869	-1.5072	0.56664	0.88063	0.13175	0.55227
SNX16	4	0.23318	1.0676	0.067311	0.37419	0.28571	0.65417
SNX17	5	-0.23836	-1.97	0.26158	0.69021	0.048839	0.42381
SNX18	4	-0.048735	-0.52542	0.84161	0.96948	0.59929	0.83225
SNX19	5	-0.14345	-0.95069	0.4855	0.84045	0.34176	0.69024
SNX2	5	0.18079	1.3627	0.11791	0.49372	0.17299	0.58287
SNX20	5	0.1148	0.87533	0.32484	0.74361	0.38139	0.71344
SNX21	7	-0.051939	-0.49435	0.83639	0.96774	0.62106	0.84129
SNX22	5	0.12204	1.4449	0.29562	0.7202	0.14849	0.56571
SNX24	4	0.30346	1.6303	0.014773	0.15777	0.10304	0.52703
SNX25	5	0.0066804	0.052467	0.87576	0.97397	0.95816	0.9845
SNX27	5	-0.086474	-0.83245	0.68772	0.92632	0.40515	0.72959
SNX29	5	-0.023738	-0.45119	0.96646	0.9935	0.65185	0.85774
SNX3	5	0.0744	0.59308	0.51333	0.85466	0.55313	0.81059
SNX30	5	0.21826	1.4114	0.055204	0.33856	0.15812	0.57167
SNX31	5	0.15104	1.4044	0.19305	0.61392	0.16019	0.57246
SNX32	5	0.0064461	0.07997	0.87721	0.9741	0.93626	0.97845
SNX33	5	-0.031326	-0.37363	0.92808	0.98515	0.70868	0.88437
SNX4	5	0.18194	1.3838	0.11563	0.48896	0.16641	0.57859
SNX5	5	-0.038521	-0.34696	0.8937	0.97848	0.72862	0.89344
SNX6	4	-0.45429	-1.6269	0.078807	0.40671	0.10376	0.5273
SNX7	5	0.046793	0.44916	0.65878	0.91556	0.65332	0.85861
SNX8	5	0.1197	1.1175	0.30429	0.72589	0.26378	0.6403
SNX9	5	0.17588	1.2733	0.12829	0.51106	0.20291	0.60044
SOAT1	5	-0.082409	-0.6563	0.70404	0.932	0.51163	0.78732
SOAT2	5	0.048509	0.41977	0.64884	0.91202	0.67465	0.86887
SOBP	5	0.20473	1.3702	0.074086	0.3927	0.17061	0.58078
SOCS1	5	-0.19	-1.5672	0.35871	0.77298	0.11708	0.53788
SOCS2	5	0.049673	0.45371	0.64262	0.91046	0.65003	0.85673
SOCS3	5	0.060897	0.52438	0.58114	0.88572	0.60002	0.83248
SOCS4	5	-0.10465	-0.87215	0.61763	0.89985	0.38313	0.71411
SOCS5	5	-0.29517	-1.8454	0.17711	0.59019	0.064975	0.47166
SOCS6	5	0.14869	1.0042	0.20032	0.62282	0.3153	0.67317
SOCS7	5	0.22873	1.8103	0.044096	0.30008	0.070245	0.48333
SOD1	5	-0.67836	-3.2659	0.008997	0.11433	0.0010911	0.026986
SOD2	5	-0.46175	-2.4011	0.049317	0.31714	0.016348	0.20995
SOD3	5	0.26133	2.0206	0.020327	0.19132	0.043324	0.4019
SOGA1	5	-0.11399	-0.94353	0.58414	0.88677	0.34541	0.69193
SOGA2	4	0.37091	1.7896	0.0029435	0.050815	0.073525	0.48845
SOGA3	5	0.15873	1.2137	0.17061	0.57984	0.22488	0.61332
SOHLH1	5	0.17281	1.372	0.13457	0.52164	0.17005	0.58078
SON	5	-0.5128	-2.3458	0.0326	0.25172	0.018987	0.23362
SORBS1	5	0.16694	1.1185	0.14751	0.54083	0.26336	0.63993
SORBS2	5	0.13769	1.1366	0.23764	0.6661	0.25572	0.63385
SORBS3	5	0.16883	1.5349	0.14301	0.53434	0.12482	0.54568
SORCS1	5	0.10817	1.3163	0.35549	0.76896	0.18807	0.59105
SORCS2	5	0.24687	1.9617	0.028046	0.22975	0.049794	0.42858
SORCS3	5	0.13544	1.0519	0.24531	0.67316	0.29284	0.65801
SORD	5	-0.034255	-0.33704	0.91392	0.98274	0.73609	0.89717
SORL1	5	0.027933	0.23624	0.7598	0.94802	0.81324	0.93086
SORT1	5	-0.19855	-1.8206	0.33972	0.75674	0.068667	0.48104
SOS1	5	-0.33704	-1.8929	0.13018	0.51426	0.058366	0.46017
SOS2	5	-0.057308	-0.57999	0.8099	0.95966	0.56192	0.81432
SOST	5	0.1604	1.9608	0.16622	0.57436	0.049898	0.42882
SOSTDC1	5	0.079411	0.86735	0.48911	0.84278	0.38575	0.71621
SOWAHA	5	-0.066335	-0.95351	0.77113	0.95005	0.34033	0.68937
SOWAHB	5	0.042228	0.49842	0.68266	0.92431	0.61818	0.84036
SOWAHC	5	-0.24569	-1.1513	0.24931	0.67646	0.24963	0.63014
SOWAHD	5	0.2956	1.7597	0.007553	0.10164	0.078453	0.4924
SOX1	5	0.10343	1.1499	0.3771	0.78362	0.25019	0.63024
SOX10	5	-2.2175	-6.1836	0	0	6.2637e-10	7.049e-07
SOX11	5	-0.053024	-0.73234	0.82961	0.96661	0.46396	0.76223
SOX12	5	0.18965	1.2321	0.0993	0.45508	0.21792	0.6083
SOX13	5	0.15223	1.1238	0.18938	0.60737	0.2611	0.63823
SOX14	5	0.20807	1.7831	0.068533	0.37736	0.074571	0.48849
SOX15	5	0.11548	1.0179	0.32134	0.74009	0.30872	0.6673
SOX17	5	0.16086	1.5015	0.16522	0.57366	0.13323	0.55336
SOX18	5	0.14963	1.4311	0.19727	0.61871	0.1524	0.56763
SOX2	5	-0.10734	-0.88984	0.60846	0.8959	0.37355	0.70787
SOX21	5	0.15496	1.4503	0.18161	0.59617	0.14698	0.56538
SOX3	5	0.28382	1.7802	0.011163	0.13267	0.075048	0.48849
SOX30	5	-0.15262	-0.68342	0.45851	0.83028	0.49434	0.77809
SOX4	5	-0.0081945	-0.089076	0.95457	0.98975	0.92902	0.97554
SOX5	8	-0.0010023	-0.010108	0.83011	0.96694	0.99194	0.99658
SOX6	5	0.11056	0.9377	0.3445	0.7607	0.3484	0.69333
SOX7	5	0.045274	0.49394	0.66683	0.91807	0.62135	0.8413
SOX8	5	0.010302	0.13741	0.8556	0.97009	0.89071	0.95992
SOX9	5	-0.16471	-1.316	0.42547	0.81186	0.18818	0.59105
SP1	5	-0.25036	-2.3256	0.2422	0.67082	0.020042	0.24215
SP100	5	0.029532	0.27819	0.75031	0.9458	0.78087	0.91711
SP110	5	0.18019	1.2828	0.11929	0.49676	0.19956	0.59806
SP140	5	0.19884	1.0308	0.083583	0.41794	0.30263	0.66301
SP140L	5	0.3365	1.987	0.0023326	0.042683	0.046922	0.41815
SP2	5	-0.037815	-0.26754	0.89787	0.97976	0.78906	0.92103
SP3	5	0.12435	1.0103	0.28629	0.71288	0.31233	0.67023
SP4	5	0.0074253	0.05963	0.87182	0.97322	0.95245	0.9824
SP5	5	0.11968	0.95807	0.3044	0.72596	0.33803	0.68782
SP6	5	-0.084587	-0.88399	0.69527	0.92898	0.3767	0.7101
SP7	5	0.0071747	0.051313	0.87321	0.97344	0.95908	0.98464
SP8	5	0.057501	0.48752	0.5983	0.89033	0.62589	0.84392
SP9	5	0.029376	0.35941	0.75103	0.9458	0.71929	0.88873
SPA17	5	0.27269	1.6814	0.015384	0.16182	0.092682	0.51396
SPACA1	5	0.21097	1.6284	0.064312	0.36507	0.10343	0.52703
SPACA3	5	0.18094	1.2605	0.11779	0.49372	0.20748	0.60264
SPACA4	5	-0.071839	-0.53791	0.74875	0.94579	0.59064	0.82868
SPACA7	5	0.064021	0.53267	0.56559	0.88007	0.59427	0.8305
SPAG1	5	0.11723	1.5281	0.31456	0.73389	0.1265	0.54806
SPAG11A	4	-0.058336	-0.45252	0.79834	0.95795	0.65089	0.85735
SPAG11B	4	-0.17815	-0.98487	0.42103	0.80899	0.32469	0.67862
SPAG16	5	0.19006	1.1008	0.098245	0.45243	0.27097	0.64582
SPAG17	5	-0.086573	-0.79529	0.68727	0.926	0.42645	0.7412
SPAG4	5	0.018758	0.23403	0.80917	0.95944	0.81496	0.93127
SPAG5	5	-0.20636	-1.6842	0.32461	0.74354	0.092146	0.51368
SPAG6	5	0.23323	1.3163	0.039987	0.28386	0.18808	0.59105
SPAG7	5	-0.05294	-0.51805	0.83028	0.96701	0.60442	0.83409
SPAG8	5	0.086465	0.64313	0.45713	0.82949	0.52014	0.79289
SPAG9	5	-0.42564	-2.3928	0.066867	0.37264	0.016722	0.21324
SPAM1	5	0.05496	0.67754	0.61257	0.89726	0.49806	0.78054
SPANXA2	2	-0.15173	-0.846	0.53316	0.86618	0.39755	0.72475
SPANXC	1	0.077396	0.2676	0.84033	0.96926	0.78901	0.92103
SPANXD	2	-0.14637	-0.61368	0.54526	0.86997	0.53942	0.80499
SPANXN1	2	0.35834	1.0869	0.036488	0.26993	0.2771	0.64937
SPANXN2	4	-0.16283	-0.63583	0.45862	0.83028	0.52488	0.79601
SPANXN3	5	0.15598	0.78921	0.17827	0.59194	0.42999	0.74343
SPANXN4	3	0.31282	1.0407	0.028157	0.23035	0.29803	0.66047
SPANXN5	1	0.17841	0.49062	0.52588	0.86154	0.6237	0.84242
SPARC	5	0.14206	1.3287	0.22293	0.65088	0.18395	0.59027
SPARCL1	5	-0.049353	-0.53199	0.84688	0.97009	0.59473	0.83059
SPAST	5	-0.18372	-1.2108	0.37438	0.78166	0.22597	0.61415
SPATA12	5	-0.050149	-0.30374	0.84333	0.97009	0.76133	0.90983
SPATA13	5	-0.016967	-0.17603	0.99861	0.99989	0.86027	0.94853
SPATA16	5	-0.031632	-0.25868	0.92608	0.98471	0.79588	0.92325
SPATA17	5	0.057149	0.53468	0.6003	0.89154	0.59287	0.82999
SPATA18	5	0.089899	0.69126	0.4393	0.81937	0.4894	0.776
SPATA19	5	0.18677	1.3061	0.10452	0.46584	0.19152	0.59295
SPATA2	5	0.17381	1.3411	0.13257	0.51767	0.17988	0.58793
SPATA20	5	0.098062	0.72754	0.40159	0.79989	0.46689	0.76432
SPATA21	4	0.10063	1.1894	0.44574	0.82267	0.23427	0.62053
SPATA22	5	-0.26943	-1.2209	0.21198	0.63936	0.22214	0.61112
SPATA24	5	0.029927	0.2253	0.74797	0.94545	0.82175	0.93429
SPATA25	5	0.16167	1.5653	0.16311	0.57062	0.1175	0.53801
SPATA2L	5	0.12116	1.1824	0.29896	0.72248	0.23705	0.62271
SPATA3	5	0.1768	1.2952	0.12562	0.50615	0.19526	0.59676
SPATA31A3	1	-0.52139	-1.1072	0.19821	0.61993	0.26819	0.64362
SPATA31A6	1	0.075894	0.90161	0.84489	0.97009	0.36727	0.70494
SPATA31D1	5	0.14491	1.0432	0.21304	0.64136	0.29684	0.65927
SPATA31E1	5	0.1045	1.2554	0.37165	0.77941	0.20935	0.60386
SPATA32	5	0.10199	1.0392	0.38432	0.78899	0.2987	0.66078
SPATA33	5	-0.14997	-1.4327	0.46684	0.83479	0.15193	0.56747
SPATA4	5	0.15228	0.92429	0.18916	0.60713	0.35533	0.69727
SPATA5	5	-0.64688	-2.5294	0.011607	0.13554	0.011426	0.1625
SPATA5L1	5	-0.66508	-3.1532	0.0099411	0.12235	0.0016147	0.036897
SPATA6	5	0.071884	0.56196	0.5261	0.86165	0.57414	0.82011
SPATA6L	5	0.23557	1.4753	0.037599	0.27441	0.14014	0.55987
SPATA7	5	0.1239	1.1972	0.28802	0.71423	0.23122	0.61878
SPATA8	5	-0.035422	-0.31397	0.90798	0.98175	0.75354	0.90619
SPATA9	5	-0.099469	-0.83671	0.63684	0.90749	0.40276	0.72807
SPATC1	5	0.020731	0.17765	0.79901	0.95795	0.859	0.94786
SPATC1L	5	-0.039629	-0.33231	0.8882	0.97698	0.73965	0.8993
SPATS1	5	-0.054445	-0.41135	0.8235	0.96387	0.68082	0.87169
SPATS2	5	0.13541	1.1978	0.24542	0.67316	0.23101	0.61855
SPATS2L	5	0.2384	1.4845	0.035099	0.26366	0.13766	0.55791
SPC24	5	-1.5689	-4.9214	0	0	8.5923e-07	0.00012279
SPC25	5	-1.6649	-4.1233	0	0	3.7352e-05	0.0021351
SPCS1	5	-0.12196	-1.1782	0.55454	0.875	0.2387	0.62271
SPCS2	4	-0.60372	-2.526	0.029712	0.23694	0.011538	0.16332
SPCS3	5	-0.91835	-3.6768	0.00049983	0.011984	0.00023618	0.0085913
SPDEF	5	0.0073553	0.056733	0.87221	0.97329	0.95476	0.98297
SPDL1	5	-0.84286	-3.5489	0.0018883	0.036677	0.00038688	0.012493
SPDYA	5	-0.10421	-1.2763	0.61913	0.90054	0.20183	0.5991
SPDYC	5	-0.0096957	-0.12233	0.96312	0.99239	0.90264	0.96405
SPDYE1	2	-0.54034	-1.2397	0.13184	0.5171	0.21508	0.60612
SPDYE4	4	0.020827	0.20389	0.83383	0.96717	0.83844	0.94044
SPECC1	5	0.27285	1.978	0.015217	0.16061	0.047931	0.42162
SPECC1L	5	0.063723	0.52918	0.56742	0.88104	0.59668	0.83098
SPEF1	5	0.12471	0.99363	0.28463	0.71171	0.3204	0.67585
SPEF2	5	-0.028422	-0.14986	0.94196	0.98704	0.88088	0.95623
SPEG	6	0.15539	1.6023	0.14234	0.53434	0.10908	0.53438
SPEM1	5	0.20114	1.6383	0.079973	0.40967	0.10136	0.5239
SPEN	5	-0.17494	-1.4062	0.39681	0.79637	0.15967	0.57239
SPERT	5	0.034669	0.45369	0.7212	0.93618	0.65005	0.85673
SPESP1	5	-0.016219	-0.11003	0.99761	0.99989	0.91238	0.96787
SPG11	5	-0.24439	-2.1142	0.25186	0.68022	0.0345	0.34998
SPG20	5	-0.0024245	-0.02716	0.92303	0.98457	0.97833	0.99139
SPG21	5	-0.091789	-1.1162	0.6665	0.918	0.26435	0.64086
SPG7	5	0.032542	0.37927	0.73403	0.94113	0.70449	0.88284
SPHAR	1	0.055001	0.10946	0.91136	0.98223	0.91284	0.96805
SPHK1	5	-0.056468	-0.37853	0.81378	0.96047	0.70504	0.88287
SPHK2	5	-0.052377	-0.58674	0.83294	0.96705	0.55738	0.81166
SPHKAP	5	0.12614	0.98764	0.27924	0.70674	0.32333	0.67774
SPI1	5	0.088236	0.95489	0.44641	0.82314	0.33963	0.68898
SPIB	9	-0.02443	-0.24644	0.98378	0.99843	0.80534	0.92705
SPIC	5	-0.17312	-1.0141	0.40264	0.80075	0.31052	0.66879
SPICE1	5	0.030265	0.35018	0.74597	0.94472	0.7262	0.89238
SPIDR	5	-0.14199	-0.88592	0.48973	0.84302	0.37566	0.70944
SPIN1	5	0.051681	0.57331	0.63218	0.90666	0.56643	0.81673
SPIN2A	2	0.18974	0.32344	0.31195	0.73109	0.74636	0.90231
SPIN2B	2	0.14854	0.85764	0.44524	0.82258	0.39109	0.72041
SPIN3	5	0.21428	0.71657	0.060147	0.35334	0.47364	0.7682
SPIN4	5	0.087331	0.54076	0.45229	0.82715	0.58867	0.82833
SPINK1	4	0.15984	0.61889	0.22426	0.65172	0.53599	0.80225
SPINK13	5	0.14127	1.0109	0.22554	0.65268	0.31205	0.66994
SPINK14	5	-0.19572	-1.5164	0.34577	0.7614	0.12941	0.55021
SPINK2	9	-0.10121	-0.95014	0.5687	0.88124	0.34204	0.69024
SPINK4	4	-0.030992	-0.22762	0.92414	0.98457	0.81994	0.93378
SPINK5	5	0.16628	1.2419	0.14917	0.54422	0.21428	0.60611
SPINK6	5	-0.21781	-1.0154	0.30029	0.72325	0.30992	0.6684
SPINK7	5	0.10546	0.74978	0.36732	0.77641	0.45338	0.75603
SPINK8	5	0.035937	0.34464	0.71471	0.93482	0.73036	0.89413
SPINK9	3	0.19755	0.60148	0.1911	0.60978	0.54752	0.80805
SPINT1	5	-0.22156	-1.4413	0.29262	0.71736	0.1495	0.56571
SPINT2	5	-0.0070436	-0.07028	0.94852	0.98843	0.94397	0.98021
SPINT3	3	0.22294	1.2526	0.13651	0.52544	0.21035	0.60412
SPINT4	5	0.11089	0.66918	0.34311	0.76065	0.50338	0.78218
SPIRE1	5	0.38135	1.6526	0.00066644	0.015544	0.098404	0.52196
SPIRE2	5	0.11744	1.1596	0.31378	0.733	0.24622	0.62841
SPN	5	-0.13295	-1.0503	0.51722	0.85654	0.2936	0.65856
SPNS1	5	-0.87346	-3.0173	0.0012218	0.025522	0.0025505	0.052306
SPNS2	5	0.19324	1.5336	0.093302	0.44083	0.12512	0.54568
SPNS3	5	0.23483	1.7316	0.038098	0.27617	0.083349	0.50346
SPO11	5	0.093892	0.64293	0.42103	0.80899	0.52027	0.79302
SPOCD1	5	0.1645	1.2036	0.15384	0.55144	0.22873	0.61683
SPOCK1	5	0.0065156	0.056496	0.87687	0.97397	0.95495	0.98301
SPOCK2	7	-0.079258	-0.80982	0.70315	0.93185	0.41805	0.73644
SPOCK3	7	0.19947	1.7794	0.03982	0.28351	0.075173	0.48849
SPON2	5	0.16044	1.342	0.16606	0.57401	0.1796	0.58775
SPOP	5	-0.088076	-0.56211	0.68122	0.92365	0.57404	0.82011
SPOPL	5	0.044779	0.37613	0.66917	0.91915	0.70682	0.88369
SPP1	5	0.036509	0.33401	0.71243	0.93476	0.73837	0.89862
SPP2	5	0.25128	1.5033	0.025936	0.21843	0.13275	0.55336
SPPL2A	5	-0.26012	-1.6112	0.22642	0.65311	0.10713	0.53221
SPPL2C	5	0.15835	1.5331	0.17161	0.58115	0.12526	0.54568
SPPL3	5	0.17742	1.4349	0.12474	0.50585	0.15131	0.56726
SPR	5	-0.1076	-0.93236	0.60752	0.89532	0.35115	0.69465
SPRED1	5	0.29354	1.682	0.0079418	0.10561	0.092576	0.51396
SPRED2	4	0.068692	0.55968	0.59464	0.88907	0.5757	0.82074
SPRED3	5	0.15607	1.5346	0.17794	0.59194	0.12489	0.54568
SPRN	5	0.14774	1.3334	0.20382	0.62877	0.18239	0.5895
SPRR1A	4	-0.34004	-1.6285	0.16567	0.57395	0.10342	0.52703
SPRR1B	5	-0.44841	-2.2571	0.056703	0.34193	0.024004	0.27547
SPRR2D	1	-0.46235	-1.1908	0.22709	0.65361	0.23373	0.62027
SPRR2F	2	-0.010616	-0.087735	0.9463	0.98835	0.93009	0.97566
SPRR2G	4	-0.57469	-1.8015	0.034988	0.26327	0.071631	0.48745
SPRR3	5	0.21426	1.1915	0.060147	0.35334	0.23344	0.62027
SPRR4	4	-0.16008	-1.3677	0.46634	0.83461	0.17141	0.58156
SPRTN	5	-1.2139	-4.0184	0	0	5.8602e-05	0.0029892
SPRY1	5	-0.022074	-0.21264	0.9754	0.9966	0.83161	0.93775
SPRY2	5	0.21833	1.9232	0.055093	0.33856	0.054453	0.44543
SPRY3	5	0.25937	1.8555	0.021604	0.19766	0.06352	0.46971
SPRY4	5	0.059803	0.80601	0.58625	0.88683	0.42023	0.73744
SPRYD3	5	0.024577	0.21561	0.77857	0.95264	0.82929	0.93675
SPRYD4	5	-0.46119	-2.2089	0.049761	0.31863	0.027185	0.30039
SPRYD7	5	0.35317	1.288	0.001444	0.029115	0.19774	0.59756
SPSB1	5	0.19111	1.8594	0.096246	0.44786	0.062972	0.46835
SPSB2	5	0.070194	0.82264	0.5341	0.86618	0.41071	0.73282
SPSB3	5	-0.082623	-0.90736	0.70304	0.93184	0.36422	0.7023
SPSB4	5	0.30463	2.1295	0.0057759	0.083939	0.033213	0.34153
SPTA1	5	0.066541	0.85012	0.55287	0.87386	0.39526	0.72304
SPTAN1	5	0.11182	0.7491	0.33844	0.75592	0.4538	0.75614
SPTB	5	-0.031809	-0.33296	0.9253	0.9847	0.73917	0.89904
SPTBN1	4	0.060942	0.5123	0.63512	0.90749	0.60844	0.83589
SPTBN2	5	0.0098443	0.098634	0.85766	0.97016	0.92143	0.97207
SPTBN4	5	-0.056508	-0.4824	0.81356	0.96047	0.62952	0.84571
SPTBN5	5	-0.13767	-1.6635	0.50289	0.85089	0.096203	0.51741
SPTLC1	3	-0.46243	-1.4411	0.11635	0.49086	0.14955	0.56571
SPTLC2	5	-0.59728	-2.1254	0.016939	0.17116	0.033551	0.34383
SPTLC3	5	0.084248	0.52962	0.46723	0.83479	0.59638	0.83086
SPTSSA	5	-0.84818	-3.4338	0.0016106	0.032151	0.00059526	0.016853
SPTSSB	4	0.20198	1.2297	0.11779	0.49372	0.21881	0.6085
SPTY2D1	5	-0.22568	-1.4303	0.28507	0.71183	0.15263	0.56772
SPZ1	5	-0.092398	-0.57729	0.66367	0.91762	0.56375	0.81551
SQLE	5	0.024799	0.28533	0.77724	0.9523	0.77539	0.91457
SQRDL	5	0.052005	0.56913	0.63051	0.90599	0.56927	0.81776
SQSTM1	5	-0.11441	-1.2303	0.58236	0.88572	0.2186	0.60844
SRA1	5	0.051759	0.53185	0.6319	0.90654	0.59483	0.83059
SRBD1	5	-0.83771	-3.3254	0.0019993	0.03838	0.0008829	0.02294
SRC	5	-0.016274	-0.13757	0.99789	0.99989	0.89058	0.95992
SRCAP	5	-1.4392	-4.4775	0	0	7.551e-06	0.00062083
SRCIN1	5	-0.11063	-1.2517	0.59613	0.88939	0.21068	0.60412
SRCRB4D	5	-0.11253	-1.0903	0.58891	0.88719	0.27558	0.64875
SRD5A1	5	0.18759	1.3833	0.10291	0.46279	0.16656	0.57859
SRD5A3	5	-0.11535	-0.92259	0.57842	0.88456	0.35622	0.69791
SREBF1	5	0.18096	2.016	0.11774	0.49372	0.043803	0.40364
SREBF2	5	0.08627	0.84048	0.45807	0.8302	0.40064	0.7262
SREK1	5	0.068059	0.57083	0.54432	0.86985	0.56811	0.81698
SREK1IP1	5	-0.13485	-0.87212	0.51172	0.8541	0.38314	0.71411
SRF	5	-0.3152	-1.726	0.15389	0.55144	0.084347	0.50431
SRFBP1	5	-0.4548	-1.7968	0.053316	0.33287	0.07237	0.4875
SRGAP1	5	0.075207	0.64697	0.50877	0.85219	0.51765	0.79084
SRGAP3	5	0.2697	1.791	0.016106	0.16628	0.073292	0.48842
SRGN	5	-0.10408	-0.75231	0.6194	0.90054	0.45186	0.75522
SRI	5	-0.22772	-1.5914	0.28174	0.70911	0.11151	0.53472
SRL	5	0.018942	0.19574	0.80845	0.95944	0.84481	0.94316
SRM	5	-0.06958	-0.52451	0.75714	0.94716	0.59992	0.83248
SRMS	5	0.10673	0.84173	0.36199	0.77444	0.39994	0.72596
SRP14	5	-0.17054	-0.96486	0.40947	0.80412	0.33461	0.68521
SRP19	6	-1.5366	-4.262	0	0	2.0259e-05	0.0013313
SRP54	5	-2.5126	-4.8325	0	0	1.3482e-06	0.00016514
SRP68	4	-0.72598	-2.3274	0.012774	0.14447	0.019946	0.24215
SRP72	5	-0.85589	-2.7678	0.0013884	0.028313	0.0056431	0.095229
SRP9	3	-1.2151	-2.3836	0.0023326	0.042683	0.017146	0.21803
SRPK1	5	-0.019425	-0.14491	0.98861	0.99843	0.88478	0.9578
SRPK2	5	0.019919	0.2022	0.80329	0.95858	0.83976	0.94104
SRPK3	5	0.07948	0.64697	0.48889	0.84271	0.51765	0.79084
SRPR	5	-0.74003	-3.4488	0.0049428	0.074853	0.000563	0.016382
SRPRB	5	-0.31425	-2.4991	0.15495	0.55313	0.012451	0.17246
SRPX	5	0.33451	1.8525	0.0024436	0.043651	0.063956	0.46999
SRPX2	5	0.30021	1.6163	0.0066089	0.092248	0.10603	0.53102
SRR	5	0.12844	1.3111	0.26985	0.69713	0.18984	0.59187
SRRD	5	0.14304	1.2488	0.21998	0.64874	0.21175	0.60433
SRRM1	5	-0.90071	-3.0918	0.00072198	0.016477	0.0019895	0.043107
SRRM2	5	-0.41992	-2.385	0.069977	0.37939	0.017081	0.21736
SRRM4	5	0.12957	1.5008	0.26663	0.69389	0.1334	0.55336
SRRM5	5	0.062725	0.61306	0.57209	0.88231	0.53984	0.80525
SRRT	4	-0.85012	-2.5154	0.0054982	0.080882	0.01189	0.16648
SRSF1	5	-1.2695	-4.0215	0	0	5.7836e-05	0.0029812
SRSF10	6	-0.46342	-2.9805	0.032434	0.25097	0.0028782	0.057202
SRSF11	5	-0.75781	-3.5654	0.0039431	0.062721	0.00036323	0.012016
SRSF12	5	0.15904	1.076	0.17005	0.57984	0.28191	0.65188
SRSF2	5	-1.8219	-5.259	0	0	1.4487e-07	3.2632e-05
SRSF3	4	-2.9197	-6.1999	0	0	5.6507e-10	6.8872e-07
SRSF4	5	-0.14171	-1.3985	0.49061	0.8438	0.16196	0.57417
SRSF5	5	0.013474	0.11681	0.83894	0.96889	0.90701	0.96625
SRSF6	5	-0.53715	-2.8133	0.026491	0.22165	0.0049028	0.084479
SRSF7	5	-1.5173	-4.1088	0	0	3.9766e-05	0.0022446
SRSF9	5	-0.074633	-0.5414	0.73753	0.94258	0.58823	0.82804
SRXN1	5	0.20223	1.6967	0.078141	0.40548	0.089752	0.51139
SRY	5	0.25866	1.5296	0.021826	0.19909	0.12611	0.5477
SS18	5	0.1021	0.84216	0.38371	0.78859	0.3997	0.72596
SS18L1	5	0.077421	0.74495	0.49817	0.84769	0.4563	0.75711
SS18L2	4	-1.3833	-3.5309	0.00011107	0.0032949	0.00041422	0.013108
SSB	4	-0.54603	-2.0826	0.04293	0.29493	0.037287	0.36768
SSBP1	5	-0.19551	-1.4758	0.34611	0.76148	0.14001	0.55965
SSBP2	4	-0.17057	-1.1389	0.43919	0.81937	0.25476	0.63276
SSBP3	4	-0.2877	-1.6325	0.22576	0.65275	0.10257	0.52632
SSBP4	5	-0.18472	-0.95003	0.37143	0.77903	0.3421	0.69024
SSC5D	5	0.088975	1.021	0.44302	0.82171	0.30724	0.66662
SSFA2	5	-0.14463	-1.629	0.48223	0.83939	0.10331	0.52703
SSH1	5	-0.046262	-0.45467	0.85916	0.97059	0.64935	0.85651
SSH2	5	-0.044792	-0.47406	0.86577	0.97231	0.63546	0.84913
SSH3	5	0.08312	0.88711	0.47212	0.83578	0.37502	0.70909
SSMEM1	5	0.21077	1.4109	0.064423	0.36547	0.15828	0.57167
SSNA1	5	0.18787	1.6639	0.10235	0.46135	0.096126	0.51741
SSPN	7	0.12101	1.1189	0.2101	0.63762	0.26318	0.6396
SSR1	5	0.11027	0.98504	0.34566	0.76135	0.3246	0.67862
SSR2	5	-0.017665	-0.1784	0.99617	0.99972	0.85841	0.94784
SSR3	5	0.047023	0.50251	0.65745	0.91498	0.61531	0.83886
SSR4	5	0.32061	1.9623	0.0036099	0.059199	0.049731	0.42847
SSRP1	5	-1.3747	-4.2056	0	0	2.604e-05	0.0016224
SSSCA1	5	-0.094827	-0.51337	0.65389	0.91378	0.60769	0.83547
SST	5	0.25033	1.7148	0.026158	0.21979	0.086388	0.50717
SSTR1	5	-0.047952	-0.393	0.85133	0.97009	0.69432	0.87809
SSTR2	5	-0.14734	-0.91502	0.4744	0.83595	0.36018	0.70007
SSTR3	5	0.099833	1.2542	0.39265	0.79233	0.20977	0.60386
SSTR4	4	0.18415	1.3754	0.15739	0.55774	0.16901	0.58072
SSTR5	5	0.0061726	0.057154	0.87815	0.97413	0.95442	0.98291
SSU72	5	-0.98124	-2.904	0.00027769	0.007278	0.0036847	0.069188
SSUH2	5	0.096626	0.4175	0.40925	0.80412	0.67631	0.86956
SSX1	3	-0.16302	-0.83603	0.47873	0.83772	0.40314	0.72848
SSX2	3	-0.31215	-1.237	0.23731	0.6661	0.21609	0.60662
SSX2IP	5	0.083406	0.56953	0.47129	0.83578	0.569	0.81776
SSX3	3	-0.23035	-1.3148	0.34555	0.76135	0.18858	0.59106
SSX4	3	-0.79253	-1.813	0.021104	0.19638	0.069825	0.48217
SSX4B	1	0.381	0.78309	0.11463	0.48783	0.43357	0.74608
SSX5	9	-0.34091	-2.3254	0.04704	0.30946	0.020051	0.24215
SSX7	3	-0.10968	-0.65897	0.62107	0.90171	0.50992	0.7865
ST13	3	0.026746	0.30929	0.86882	0.9725	0.7571	0.90784
ST14	5	0.062449	0.42067	0.5732	0.88289	0.67399	0.86859
ST18	5	0.19792	1.552	0.084583	0.42014	0.12066	0.5422
ST20	4	-0.17317	-1.1782	0.43313	0.81605	0.2387	0.62271
